평가,상품명,리뷰,index
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"독도라인으로 전체 다 바꾼 후 꿀피부라는 얘기만 듣습니다...
 워낙 순한 제품이라 솔직히 보습은 딱히 엄청난 거는 아니에요. 근데 토너바르고 독도 앰플바르면 되니까 보습부분에서는 저는 그건 문제가 안되는 거 같아요. 성분 순수한게 제일 맘에 듭니다. 
 이 상품 자체는 별 5개지만 별 4개 준 이유는 이번에 올리브영에서 배송 온 상품이 좀 더럽게(?) 와서 입니다. 제가 예민한 것도 있지만 처음에 택배 박스를 열었는데 상품 박스가 열려서 왔습니다(사진은 제가 살짝 닫아놓고 찍어버렸어요). 그리고 상품박스가 꼬질꼬질한 상태였구요. 혹시 몰라 토너 뚜껑을 열어봤는데 씰 부분이 깔끔하게 되어있는데게 아니라 씰을 뜯으려고 건드려본 거 같은 상태로 와서 매우 기분이 더러웠어요. 반품한 제품이 온건지 택배 박스 안에 충격보호할만한 것들이 아무것도 없어서 배송 중에 스스로 열린건지 모르겠지만 조심해주셨으면 합니다.",3412
4.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"독도 토너 쓴 지 2년 넘은 사용자 입니다. 기존에 쓰던 대용량을 다 써서 사려고 보다가 올영이 미니사이즈 증정도 하고 가격도 할인중이라 오늘드림으로 샀어요~ 
 한 번 오늘드림이 편하다는걸 인식하고 나니까 헤어나올 수 없네요ㅎㅎ당일 바로 받을 수 있으니까 가능한 오늘드림으로 시키게 되는 거 같아요.
 무튼
 그 동안 쓰면서 느낀 독도토너 장단점을 적자면!
 *아토피나 여드름성 민감피부는 아니지만 자극이나 성분에 민감해서 안 맞는 제품이 많고 그런 경우 바로 따갑고 벌게지고 열감이 올라오거나 트러블 나는 민감성 피부에요. 여름에는 거의 지성에 가까워지는 T존에 유분 집중인 복합성이구요.
 
 @장점
 1. 촉촉해요.
 닦토로 쓰고 가끔 피부에 먹여주고 싶을 때 닦토 후 한번정도 챱챱 먹여주면서 쓰고 있는데요, 피부에 적절히 각질을 제거해주면서 건조하지 않게 쓸 수 있어요. 한 번에 미친 수분감까지는 아니지만 촉촉하고, 원한다면 여러번 먹여주면 피부에 수분 잘 먹여줄 수 있어요.
 
 2. 자극이 없어요. 
 부드럽게 적당히 미끌려서(미끌거리는거X, 그냥 물 제형이 아니라는 뜻!) 손에 힘이 과하게 안 들어가서 컨트롤이 어렵지 않아요
 
 3. 무향인 점. 
 좋은 향인 제품도 좋지만 스킨케어 가장 처음 단계인 토너는 결 정리하면서 한번 길 터 주는 역할이라고 생각해서 향이 너무 세면 다른 스킨케어 제품들이랑 매치하기 힘들더라구요. 그래서 무향인게 아주 좋았습니다.
 
 4. 피부 컨디션 따라 다르게 쓸 수 있다.
 위에 말 했던것 처럼 피부 상태 따라서 세안 마무리+가볍게 각질제거만 필요하면 닦토로 쓸 수 있고, 좀 더 수분이 필요하다 싶은 날엔 닦토 후 챱토 해 주면 되고 유동적으로 사용을 조절할 수 있어요. 멀티로 쓸 수 있어서 좋아요.
 
 5. 올영이나 공홈/네이버공식몰에서 증정/할인이 많다
 이거 진짜 별거 아닌거 같지만 너무 좋아요.
 대용량이어도 쓰다 보면 벌써 재구매 할 주기가 돌아와?하는 느낌이잖아요 다들. 특히 토너는 더 그렇기도 하구요. 그 때 이런 저런 기획 해서 미니 사이즈 얻거나, 새로운 제품 샘플처럼 써 볼 수 있다거나, 원래 가격보다 싸게 살 수 있으니까 진짜 좋아요.
 
 @단점
 1. 그래도 닦토가 메인이다.
 챱토용 토너를 찾으시는 분도 만족하면서 쓸 수는 있지만, 그러면 뭔가 100% 활용하는게 아니어서 약간 아쉬워지는거라 이렇게 적었어요. 닦토 100점인 토너라고 생각합니당.
 2. 증정/할인 안할때 사면 약간 아쉽다
 그래서 올영/공홈을 항상 주시하게돼요..과소비주의
 3. 기본에 충실한 제품.
 추가 기능은 앰플로 채워야해요.
 
 저랑 비슷한 피부, 수부지인분들께 추천해요! 촉촉하지만 극강의 보습은 아니니 건성분들은 테스트 해 보시고 구매하시길 추천해요",3413
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"저희 언니랑 저랑 몇통째 쓰는 건지 셀수조차 없이 많이 쓴 토너입니다. 벌써 3년째 사용하고 있는것 같네요. 저는 금방 질리는 편이라 한가지 제품을 이렇게 오래 쓴적이 없는데 유일하게 독도토너에 정착했네요
 저는 건성이고 피부가 건조해지면 좁쌀 여드름이 올라오는 피부타입이고 언니는 수부지에 여드름성 피부입니다.
 아침에는 세안 후 토너를 가볍게 손으로 두드려 흡수시켜주고 저녁에는 화장솜으로 닦아주고 있어요.
 이 토너를 쓰면서 개선 된 점은 건조함을 조금 잡아준다는 것정도에요 크게 개선된 점은 없지만 악화된 점도 없어서 어떤 피부 타입이던지 어느 계절이던지 간에 무난하게 사용하기 좋아서 꾸준히 사용하고 있어요
 작은 용량은 여행갈때 들고가면 너무 좋아요 진짜 최고에요 맨날 큰통으로 들고 다녔는데 작은 통 최고입니다",3414
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),2020년도 올리브영 스킨토너 부분에서 1위 했다고 써있네요 순해서 맘에 들어요 단점이 있다면 생각보다 많이 쓰게 되서 가격이 저렴한 것 같진 않네요 아 오늘드림으로 구매하면 증정샘플을 안주는 건가요 오만원 이상 구매하면 올리브영 키트 주신다고 했는데 안왔더라고요 오늘드림으로 구매하시는 분들은 참고 하세요 이럴 줄 알았으면 가서 살껄 이라고 후회 했네요ㅠㅠ 아쉽지만 그냥 쓰는 걸로…토너 자체는 진정에 도움이 되는 것 같아서 좋아요 피부결도 좀 매끄러워진 느낌입니다 100ml 너무 귀여워요 아기자기 하네요 나중에 여행 다닐때 들고 다니면 좋을 꺼 같네요 스킨팩 할때 좋아요 순하고 진정에 도움이 되는 느낌이라 나중에 또 구매하려고요 ㅈ금 세통째 사용중입니다 생각보다 빨리 써서 금방 금방 다시 사게 되네요 정착템 입니다 독도 계열 좋아해요 트러블에 도움이 되는 것 같아서 다음에 또 구매하려고요 너무 많이 쓰게 되서 이제 좀 아껴 써야 겠어요ㅠㅠ 거의 삼주에 하나씩은 사게 되는 것 같아서요..,3415
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"원래 귀찮아서 리뷰 절대 안쓰는데 공익의 목적으로 씁니다 보습에 하나도 안좋고요 24년 평생 로션안맞은적없었는데 이거 쓰고 하루만에 뒤집어지더니 이틀쓰니까 여드름도 아니고 포진 올라오고 모든 모공이 다 오돌토돌 열리고 포진에는 진물나고 그냥 얼굴 자체가 아파죽겠어요 왜 이틀 썻냐면 한번도 이런적 없어서 안맞는건지 몰랐음 안맞는건지 얘가 이상한지 모르겠지만 어쨋든 전 24년 평생 로션땜에 피부 나빠진적 없습니다^^ 2주후에 개강인데 분명 이거 2주안에 안 괜찮아질 정도고요 학식 먹을때 마스크 벗을생각에 벌써 창피하고 화납니다 피부과가도 한달은 걸릴텐데 진짜 쓸데없이 왜 대용량으로 사서 ㅋㅋ 이거 혹시 사실분있으면 저한테 연락주세요 반값에 팝니다^^
 
 
 1,2번째 사진 - 2일쓰고 일주일 후 사진
 3번째 사진 - 2일쓰고 포진올라온 사진",3416
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),순하도 부드럽거 가격도 착하고 마음에 들어서 계속 사용하려구요,3417
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),일간 자극없이 순해서 너무 좋습니다 모든 피부가 다 사용할수 있을거 같아요,3418
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"피부가 예민해서 잘못 쓰면 바로 반응이 오는데 이 제품은 너무 순해요 재구매 입니당
 가볍게 닦토 하기 좋아요🙃🙃",3419
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닦토로 쓰기 때문에 용량이 커서 좋아요. 아끼지않고 듬뿍 묻혀서 닦아내듯 바릅니다,3420
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"좋다고 해서 써봣는데 순하긴 한 것 같지만 효과는 그닥,,??",3421
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),독도스킨은 닦아내기에 아주 적합한 화장품 같아요. 부담 없고 가격도 착해요,3422
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"그냥 물 같아요
 토너로서의 기능이 있는지 모르겠디만,,,
 그냥 물바르는 느낌
 뾰루지가 나진 않았지만 개선되는 점도 하나도 없었어요
 복합성인데 저한텐 좀 건조하네요",3423
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"솔직히 독도토너 몇 통째 쓰는지 모르겠어요 ㅠ 이거 좋다고 계속 소리쳐서 이젠 피까지 나올 정도예요 ☠️ 그정도로 좋습니다.
 순해서 좋아요 ㅎㅎ",3424
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"무난하게 사용하기 좋은 거 같아요
 양도 많아서 스킨팩, 7스킨 등 다양하게 활용 가능해요 !",3425
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),작은병으로 몇개써보고 큰병으로 두개째 사용중인데 순하고 딱히 나쁜점 없어서 계속 쓰는중입니다 스킨팩도해서 좀 헤프게쓸대도 있어서 대용량으로 쓰면 딱입니당,3426
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"저는 닦토를 하면 피부가 예민해서 조금 자극이 있어요 그래서 스프레이 용기에 넣어서 뿌려주고 흡수 시켜준다음 솜에 토너를 엄~청 묻이고 그다음 닦토를 해줘요 그러면 토너 양이 많아서 인지 자극을 조금 덜 받아요 닦토로 얼굴을 닦으면 노폐물 ㅋㅋㅋㅋ 엄청 잘나와요 세안하고 찝찝함을 달래주는 제품이에요 에스테틱에서 피부가 많이 예민하니 닦토는 절대 하지말라고 했는데 어쩌겠어요 ㅠㅠ 너무 찝찝한걸 ㅠㅠ 
 다른 친구는 얼굴이 뒤집어 지고 나서 어떤 제품을 사용해야할까 물어보길래 이 토너를 제일먼저 추천해줬어요 친구가 후기 남겨줬었는데 없어 졌네요 ㅠㅠㅠ",3427
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),독도 토너 잘쓰고 있어요 몇통째 쓰고 있어요 닥토 할때도 좋고 용량이 많아서 더좋네용,3428
3.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"언제나 잘 쓰는 제품이에요. 대용량 쓰다보면 지겨워서 다른거 좋다는거 쓰다가도 다시 돌아오게 되네요. 저의 인생템!! 
 향은 은은하게 나고 바르면 금방 사라지고 닦토하고 더 덜어서 흡수 시켜주면 꿀 피부됨 ㅎㅎ 이 제품을 써야 트러블도 별로 안나더라구요.",3429
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"요즘 독도토너 많이 사용하길래 구매해보았어요 세일기간에 구매해서 가격도 원가보다 저렴하게 구매했어요 
 저는 닥토로 사용할 목적으로 데리고 왔어요 향자체는 그냥 세지도 않고 그냥 쓸만 했던 것 같아요 용량도 작은게 아니고 대용량이라 부담가지지 않고 닥토에 딱 쓸만했었고, 순한 토너인거같아서 저에게도 잘 맞았어요 지성피부인 저에게도 산뜻하게 잘 사용할 수 있으면서 수분도 꽉 채워줄 수 있는 스킨이였어요 앞으로도 자주 닥토로 사용할 것 같더라구요. 건성이나 복합성인 분들도 부담스럽지 않게 잘 두루두루 잘 사용할 수 있을 것 같은 제품의 스킨이였어요",3430
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"완전 물토너로 촉촉하고 산뜻하니 좋아용ㅎㅎㅎ
 무엇보다 무향, 무색 이여서 부담 안가니 닦토로 잘 사용하고 있어요^.,^
 대용량이라 아낌 없이 아침, 저녁으로 팍팍 피부정돈 해주고 있답니당ㅎ.ㅎ
 재구매율100%",3431
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),제 토너 정착템인데요 진짜 자극없고 순하고 약간의 각질제거도 있고 친구가 갑자기 좁쌀나고 마스크 때문에 피부가 안 좋아져서 추천 해 줬는데 너무 좋다고 피부 좋아진거 같다고 그만큼 여러 피부에 적합한거 같아요! 토너 뭐 살지 고민하시면 사세요!!!,3432
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),건성 민감성에 굉장히 좋습니다 닥토보다는 팩으로 하기 굉장히좋아여,3433
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"항상 쓰는 제품이에요 떨어지면 쟁여놓는 인생 토너 자극 없이 순해서 좋고 여러번 덧바르기 너무 좋아요
 건성인데 닦토로 한번하고 물토 한번 이런식으로 합니다 사계절 가리지않고 써요 ㅎㅎ",3434
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),기초 화장의 시작 토너의 중요성을 느낄수 있는 제품입니다. 요즘은 모든 제품이 기능성을 강조하다보니 기본이 약간 흐려진 제품도 있어서 살짝 아쉬운 제품도 있는데 이 제품은 기본이 탄탄한 것 같아서 좋은것 같아요.,3435
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),뭘까요.. 그냥 닦토용으로 샀는데 처음 사용했을때는 정말 순해서 마음에 들었는데 이번에 이 토너 쓰고 피부 난리났어요.. 여드름 같은 붉은 뾰루지가 올라오고 처음에 이것땨문인지 몰랐었는데 딱 안쓰고 삼일 뒤 진정되어서 놀랐네요 재구매는 없을것 같아요,3436
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"독더 토너는 순하니
 좋네요
 발랐을때 물처럼 산뜻하고 끈적거림도 없어서 좋아요
 만족합니다",3437
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"정말 무난무난한 제품이에요 
 제형은 흐르는 물 제형이어서 진짜 얼굴에 물 바르는 느낌이에요 
 저는 가끔 닦토를 해주고요 평소에는 그냥 흡수시켜줍니다. 
 엄청난 뛰어난 효과를 보진 못했습니다",3438
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"대용량이 좋았고, 피부를 정돈하는데 딱 맞는 상품이고, 자극이 없어서 좋았다.",6388
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),무난하고 좋아요 닦토로 쓰고요 각질제거에 좋아요,6389
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),닦토하면 독토 토너죠 ㅎㅎㅎ 매우 순하고 대용량이라 막 쓰기 좋은가앝ㅇ으ㅛㅇ,6390
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),꾸준히 사용하는 토너에요. 각질 제거 효과도 있어서 괜찮습니다.,6391
1.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),"무난해서 잘쓰는거 같아요. 
 닦토, 3스킨으로 쓰고 있어요.",6392
2.0,라운드랩 1025 독도 토너 대용량 500ml 기획(토너 100ml 증정),언니에게 사줬는데 건성인데도 촉촉하고 너무 좋다고 하네요.,6393
